,2013,2014,2015,2016,2017
666,6,6.0,5.0,5.0,1.0
667,5,5.0,4.0,3.0,6.0
668,6,6.0,3.0,3.0,6.0
669,4,6.0,6.0,4.0,3.0
670,4,3.0,6.0,5.0,6.0
671,3,6.0,6.0,6.0,4.0
672,5,6.0,6.0,5.0,6.0
673,5,6.0,4.0,5.0,1.0
674,4,1.0,4.0,6.0,3.0
675,4,5.0,6.0,3.0,4.0
676,6,6.0,6.0,6.0,6.0
677,6,6.0,4.0,5.0,3.0
678,6,4.0,6.0,0.0,4.0
679,5,5.0,4.0,5.0,6.0
680,6,3.0,6.0,5.0,4.0
681,4,5.0,4.0,6.0,5.0
682,6,6.0,3.0,4.0,3.0
683,6,6.0,6.0,3.0,4.0
684,3,3.0,6.0,5.0,5.0
685,4,6.0,6.0,3.0,3.0
686,5,6.0,6.0,6.0,4.0
687,4,6.0,6.0,4.0,5.0
688,3,5.0,6.0,6.0,6.0
689,3,5.0,5.0,5.0,5.0
690,6,4.0,4.0,4.0,5.0
691,5,0.0,5.0,5.0,4.0
692,6,4.0,6.0,5.0,4.0
693,4,4.0,6.0,4.0,5.0
694,6,5.0,6.0,6.0,4.0
695,0,3.0,1.0,2.0,4.0
696,4,5.0,6.0,3.0,0.0
697,5,6.0,2.0,5.0,4.0
698,4,5.0,6.0,5.0,5.0
699,5,5.0,6.0,6.0,6.0
700,6,6.0,4.0,6.0,6.0
701,6,5.0,6.0,3.0,6.0
702,0,5.0,6.0,5.0,6.0
703,2,4.0,6.0,6.0,5.0
704,3,6.0,5.0,5.0,5.0
705,4,2.0,5.0,6.0,4.0
706,4,4.0,5.0,5.0,4.0
707,3,5.0,4.0,3.0,4.0
708,6,5.0,6.0,5.0,5.0
709,1,6.0,4.0,3.0,5.0
710,1,1.0,6.0,5.0,4.0
711,3,5.0,1.0,4.0,1.0
712,3,4.0,5.0,4.0,3.0
713,6,4.0,4.0,5.0,2.0
714,6,4.0,3.0,5.0,3.0
715,1,1.0,5.0,5.0,6.0
716,2,5.0,6.0,0.0,3.0
717,3,6.0,6.0,3.0,4.0
718,1,4.0,4.0,4.0,5.0
719,1,5.0,4.0,5.0,5.0
720,6,6.0,4.0,5.0,4.0
721,1,4.0,5.0,4.0,2.0
722,5,4.0,4.0,4.0,2.0
723,2,5.0,6.0,5.0,4.0
724,6,4.0,3.0,4.0,3.0
725,6,5.0,6.0,6.0,3.0
726,0,4.0,6.0,5.0,4.0
727,5,6.0,5.0,4.0,4.0
728,6,5.0,2.0,3.0,4.0
729,4,6.0,6.0,5.0,4.0
730,5,0.0,4.0,3.0,5.0
731,6,6.0,6.0,5.0,4.0
732,0,4.0,6.0,5.0,4.0
733,4,5.0,4.0,5.0,0.0
734,1,6.0,6.0,4.0,6.0
735,5,4.0,6.0,4.0,6.0
736,4,4.0,5.0,4.0,0.0
737,6,2.0,4.0,6.0,4.0
738,6,6.0,4.0,4.0,4.0
739,6,6.0,2.0,5.0,5.0
740,6,6.0,4.0,5.0,4.0
741,6,4.0,5.0,5.0,3.0
742,4,6.0,4.0,4.0,5.0
743,6,4.0,4.0,5.0,5.0
744,3,4.0,5.0,2.0,2.0
745,4,2.0,4.0,4.0,6.0
746,4,0.0,6.0,4.0,6.0
747,4,4.0,4.0,6.0,6.0
748,6,5.0,6.0,3.0,3.0
749,4,5.0,3.0,5.0,6.0
750,6,6.0,5.0,4.0,5.0
751,6,1.0,4.0,6.0,4.0
752,6,5.0,6.0,4.0,4.0
753,5,5.0,5.0,4.0,3.0
754,6,6.0,4.0,4.0,3.0
755,6,3.0,4.0,4.0,3.0
756,6,3.0,6.0,5.0,6.0
757,6,5.0,5.0,4.0,5.0
758,6,5.0,2.0,1.0,3.0
759,6,5.0,5.0,6.0,6.0
760,3,5.0,4.0,4.0,2.0
761,5,4.0,4.0,6.0,6.0
762,0,4.0,5.0,1.0,4.0
763,4,6.0,4.0,2.0,5.0
764,4,2.0,2.0,5.0,5.0
765,4,5.0,5.0,3.0,5.0
766,6,0.0,6.0,1.0,5.0
767,3,6.0,2.0,4.0,5.0
768,3,6.0,5.0,2.0,6.0
769,4,6.0,4.0,5.0,5.0
770,4,5.0,6.0,3.0,1.0
771,4,3.0,4.0,5.0,4.0
772,4,4.0,3.0,4.0,5.0
773,4,4.0,2.0,5.0,4.0
774,3,2.0,6.0,4.0,4.0
775,3,4.0,5.0,5.0,6.0
776,4,3.0,4.0,5.0,4.0
777,3,4.0,6.0,4.0,6.0
778,3,5.0,0.0,5.0,4.0
779,0,4.0,5.0,5.0,4.0
780,4,0.0,1.0,5.0,6.0
781,6,5.0,3.0,2.0,6.0
782,3,4.0,3.0,3.0,6.0
783,6,6.0,2.0,0.0,3.0
784,4,5.0,3.0,2.0,5.0
785,5,4.0,2.0,5.0,5.0
786,2,6.0,2.0,3.0,5.0
787,6,3.0,1.0,6.0,5.0
788,5,6.0,5.0,5.0,5.0
789,6,5.0,6.0,4.0,5.0
790,6,3.0,3.0,6.0,4.0
791,4,3.0,4.0,5.0,5.0
792,6,3.0,3.0,5.0,6.0
793,5,5.0,2.0,5.0,3.0
794,6,6.0,4.0,5.0,5.0
795,4,4.0,4.0,3.0,5.0
796,4,0.0,1.0,4.0,5.0
797,4,0.0,6.0,3.0,3.0
798,6,5.0,6.0,4.0,5.0
799,0,1.0,5.0,3.0,3.0
800,6,5.0,6.0,3.0,5.0
801,4,4.0,4.0,4.0,6.0
802,0,5.0,0.0,4.0,6.0
803,6,5.0,6.0,6.0,3.0
804,3,5.0,6.0,4.0,6.0
805,5,6.0,4.0,5.0,5.0
806,5,6.0,3.0,6.0,5.0
807,3,6.0,1.0,4.0,3.0
808,5,6.0,5.0,4.0,5.0
809,3,2.0,6.0,4.0,6.0
810,2,4.0,3.0,3.0,6.0
811,1,4.0,5.0,4.0,4.0
812,6,5.0,5.0,1.0,3.0
813,6,5.0,5.0,5.0,5.0
814,3,2.0,5.0,6.0,6.0
815,1,3.0,3.0,4.0,3.0
816,6,3.0,6.0,4.0,4.0
817,0,4.0,6.0,3.0,4.0
818,6,5.0,4.0,4.0,5.0
819,3,6.0,4.0,6.0,1.0
820,4,4.0,2.0,6.0,6.0
821,1,5.0,3.0,6.0,4.0
822,5,4.0,3.0,5.0,5.0
823,6,6.0,6.0,4.0,3.0
824,4,2.0,4.0,5.0,4.0
825,1,5.0,5.0,6.0,6.0
826,0,6.0,4.0,3.0,6.0
827,5,3.0,5.0,4.0,5.0
828,5,3.0,5.0,5.0,2.0
829,3,2.0,1.0,5.0,5.0
830,5,4.0,5.0,4.0,2.0
831,3,3.0,3.0,5.0,1.0
832,3,1.0,4.0,4.0,2.0
833,6,5.0,4.0,5.0,4.0
834,6,5.0,6.0,6.0,5.0
835,6,4.0,3.0,5.0,5.0
836,5,6.0,5.0,4.0,4.0
837,2,2.0,5.0,4.0,3.0
838,6,4.0,3.0,1.0,0.0
839,6,3.0,6.0,3.0,5.0
840,2,3.0,3.0,5.0,3.0
841,3,1.0,6.0,4.0,5.0
842,1,3.0,3.0,5.0,4.0
843,6,5.0,5.0,4.0,5.0
844,6,6.0,5.0,6.0,6.0
845,5,3.0,4.0,5.0,5.0
846,6,3.0,5.0,3.0,4.0
847,5,3.0,5.0,1.0,4.0
848,5,4.0,0.0,5.0,6.0
849,0,5.0,4.0,2.0,5.0
850,5,3.0,6.0,5.0,6.0
851,5,4.0,4.0,0.0,5.0
852,6,1.0,4.0,3.0,0.0
853,6,6.0,4.0,4.0,6.0
854,2,5.0,6.0,6.0,3.0
855,5,6.0,5.0,5.0,6.0
856,4,4.0,4.0,1.0,5.0
857,4,6.0,6.0,6.0,6.0
858,4,6.0,4.0,5.0,5.0
859,3,2.0,5.0,1.0,1.0
860,6,5.0,5.0,4.0,4.0
861,1,6.0,3.0,5.0,6.0
862,3,4.0,6.0,5.0,4.0
863,6,6.0,6.0,4.0,4.0
864,6,6.0,4.0,4.0,5.0
865,6,2.0,6.0,6.0,4.0
866,0,4.0,4.0,3.0,5.0
867,6,6.0,3.0,5.0,6.0
868,6,5.0,2.0,6.0,4.0
869,4,0.0,4.0,6.0,6.0
870,5,4.0,6.0,0.0,4.0
871,6,5.0,5.0,3.0,5.0
872,4,4.0,6.0,2.0,5.0
873,5,6.0,5.0,3.0,4.0
874,0,3.0,5.0,5.0,3.0
875,6,5.0,4.0,3.0,5.0
876,3,3.0,4.0,2.0,0.0
877,6,5.0,4.0,2.0,5.0
878,4,6.0,5.0,4.0,5.0
879,2,6.0,5.0,4.0,5.0
880,2,6.0,5.0,6.0,5.0
881,3,3.0,5.0,4.0,6.0
882,6,4.0,5.0,6.0,3.0
883,5,6.0,5.0,3.0,5.0
884,4,4.0,4.0,2.0,5.0
885,6,5.0,6.0,4.0,5.0
886,6,4.0,6.0,4.0,6.0
887,1,4.0,5.0,5.0,2.0
888,3,2.0,5.0,4.0,4.0
889,2,4.0,6.0,4.0,5.0
890,6,6.0,4.0,6.0,4.0
891,4,5.0,4.0,4.0,6.0
892,6,6.0,4.0,5.0,2.0
893,4,3.0,5.0,4.0,6.0
894,6,4.0,5.0,4.0,5.0
895,2,1.0,6.0,6.0,6.0
896,6,4.0,5.0,5.0,6.0
897,6,6.0,4.0,3.0,5.0
898,2,6.0,5.0,4.0,6.0
899,4,2.0,5.0,5.0,1.0
900,5,6.0,6.0,5.0,4.0
901,6,3.0,5.0,4.0,5.0
902,5,4.0,5.0,4.0,6.0
903,0,5.0,5.0,3.0,5.0
904,4,4.0,4.0,6.0,3.0
905,0,4.0,6.0,6.0,4.0
906,3,5.0,5.0,5.0,6.0
907,6,3.0,3.0,0.0,0.0
908,0,5.0,4.0,4.0,6.0
909,6,4.0,4.0,5.0,6.0
910,3,6.0,5.0,4.0,3.0
911,6,5.0,4.0,4.0,5.0
912,4,6.0,6.0,3.0,4.0
913,5,0.0,6.0,1.0,5.0
914,6,5.0,4.0,5.0,1.0
915,0,2.0,5.0,5.0,5.0
916,6,4.0,5.0,3.0,6.0
917,6,1.0,4.0,6.0,4.0
918,4,6.0,5.0,5.0,5.0
919,6,5.0,5.0,4.0,3.0
920,5,4.0,3.0,6.0,6.0
921,5,5.0,6.0,4.0,3.0
922,6,6.0,3.0,3.0,4.0
923,0,6.0,6.0,6.0,5.0
924,6,1.0,6.0,3.0,5.0
925,5,6.0,5.0,3.0,5.0
926,6,4.0,5.0,4.0,6.0
927,4,5.0,3.0,5.0,4.0
928,5,6.0,5.0,6.0,4.0
929,4,5.0,4.0,3.0,6.0
930,0,4.0,5.0,6.0,5.0
931,4,2.0,4.0,4.0,5.0
932,4,6.0,3.0,3.0,4.0
933,6,6.0,4.0,0.0,5.0
934,3,6.0,5.0,3.0,5.0
935,4,4.0,5.0,5.0,4.0
936,1,4.0,6.0,4.0,5.0
937,5,3.0,6.0,3.0,5.0
938,5,4.0,5.0,6.0,5.0
939,5,3.0,5.0,4.0,3.0
940,6,3.0,5.0,5.0,5.0
941,6,6.0,3.0,4.0,4.0
942,3,5.0,0.0,6.0,5.0
943,6,6.0,6.0,4.0,5.0
944,6,6.0,5.0,6.0,5.0
945,3,6.0,3.0,4.0,4.0
946,6,6.0,6.0,4.0,3.0
947,1,6.0,4.0,3.0,2.0
948,6,5.0,5.0,4.0,4.0
949,4,6.0,4.0,4.0,4.0
950,4,6.0,6.0,5.0,3.0
951,4,4.0,4.0,6.0,6.0
952,3,4.0,5.0,0.0,3.0
953,4,3.0,6.0,6.0,4.0
954,5,4.0,4.0,5.0,4.0
955,4,5.0,6.0,4.0,5.0
956,4,5.0,4.0,2.0,4.0
957,4,4.0,6.0,5.0,3.0
958,5,6.0,4.0,0.0,3.0
959,3,6.0,3.0,0.0,6.0
960,6,5.0,5.0,4.0,4.0
961,4,5.0,2.0,5.0,6.0
962,5,6.0,4.0,4.0,4.0
963,5,6.0,6.0,6.0,5.0
964,4,5.0,4.0,6.0,5.0
965,0,3.0,3.0,2.0,4.0
966,5,5.0,6.0,6.0,4.0
967,0,6.0,6.0,6.0,4.0
968,6,4.0,4.0,5.0,5.0
969,6,6.0,5.0,4.0,5.0
970,4,5.0,3.0,5.0,3.0
971,6,3.0,5.0,5.0,4.0
972,2,6.0,2.0,4.0,0.0
973,6,6.0,6.0,5.0,4.0
974,6,6.0,5.0,1.0,4.0
975,0,1.0,5.0,4.0,4.0
976,6,3.0,4.0,3.0,4.0
977,0,3.0,6.0,5.0,6.0
978,6,6.0,3.0,3.0,0.0
979,6,5.0,6.0,5.0,5.0
980,5,5.0,5.0,5.0,4.0
981,5,5.0,4.0,4.0,3.0
982,1,5.0,3.0,5.0,3.0
983,6,0.0,0.0,6.0,6.0
984,5,4.0,6.0,5.0,6.0
985,4,5.0,4.0,5.0,5.0
986,6,3.0,5.0,5.0,5.0
987,4,3.0,6.0,4.0,4.0
988,6,6.0,6.0,5.0,3.0
989,6,6.0,6.0,6.0,3.0
990,5,4.0,5.0,6.0,4.0
991,6,6.0,6.0,5.0,6.0
992,4,5.0,4.0,4.0,5.0
993,4,3.0,4.0,3.0,4.0
994,4,5.0,2.0,5.0,3.0
995,2,6.0,4.0,3.0,5.0
996,4,5.0,0.0,4.0,6.0
997,2,5.0,4.0,1.0,6.0
998,4,4.0,4.0,1.0,0.0
999,4,4.0,3.0,5.0,3.0
1000,5,3.0,1.0,0.0,6.0
1001,6,6.0,5.0,5.0,4.0
1002,3,4.0,2.0,4.0,3.0
1003,3,3.0,3.0,6.0,6.0
1004,6,5.0,6.0,5.0,6.0
1005,3,5.0,4.0,3.0,5.0
1006,2,0.0,5.0,4.0,6.0
1007,6,6.0,3.0,5.0,5.0
1008,5,6.0,5.0,4.0,5.0
1009,5,3.0,6.0,6.0,6.0
1010,6,0.0,5.0,6.0,5.0
1011,6,4.0,4.0,4.0,4.0
1012,3,1.0,5.0,1.0,1.0
1013,6,6.0,5.0,5.0,5.0
1014,4,4.0,4.0,4.0,5.0
1015,6,1.0,5.0,2.0,6.0
1016,6,0.0,4.0,2.0,6.0
1017,4,4.0,4.0,3.0,4.0
1018,6,4.0,4.0,6.0,6.0
1019,6,6.0,6.0,6.0,4.0
1020,6,4.0,5.0,6.0,5.0
1021,6,3.0,6.0,5.0,4.0
1022,4,6.0,4.0,6.0,6.0
1023,6,0.0,6.0,0.0,5.0
1024,4,4.0,6.0,5.0,5.0
1025,6,6.0,3.0,4.0,6.0
1026,3,6.0,6.0,6.0,4.0
1027,2,6.0,4.0,4.0,6.0
1028,3,3.0,5.0,5.0,6.0
1029,6,4.0,4.0,5.0,0.0
1030,6,3.0,3.0,5.0,5.0
1031,4,4.0,3.0,4.0,6.0
1032,5,3.0,5.0,4.0,5.0
1033,5,5.0,2.0,5.0,5.0
1034,4,6.0,5.0,2.0,5.0
1035,5,6.0,4.0,3.0,5.0
1036,5,6.0,5.0,5.0,5.0
1037,4,4.0,4.0,3.0,5.0
1038,1,6.0,5.0,3.0,4.0
1039,5,2.0,4.0,3.0,6.0
1040,5,6.0,4.0,6.0,5.0
1041,6,5.0,5.0,1.0,5.0
1042,5,4.0,6.0,5.0,4.0
1043,4,5.0,4.0,4.0,6.0
1044,6,6.0,5.0,5.0,5.0
1045,5,4.0,4.0,4.0,6.0
1046,4,5.0,6.0,5.0,5.0
1047,4,2.0,4.0,3.0,4.0
1048,2,4.0,6.0,4.0,4.0
1049,2,5.0,6.0,5.0,6.0
1050,4,0.0,6.0,5.0,5.0
1051,3,5.0,5.0,4.0,6.0
1052,4,6.0,5.0,4.0,6.0
1053,5,3.0,5.0,5.0,6.0
1054,6,4.0,5.0,6.0,5.0
1055,3,5.0,6.0,2.0,1.0
1056,6,2.0,5.0,5.0,6.0
1057,6,3.0,5.0,5.0,3.0
1058,1,3.0,5.0,4.0,4.0
1059,5,6.0,6.0,6.0,5.0
1060,5,1.0,5.0,5.0,3.0
1061,3,5.0,5.0,5.0,6.0
1062,4,4.0,5.0,3.0,0.0
1063,5,6.0,6.0,3.0,5.0
1064,5,6.0,5.0,4.0,4.0
1065,0,6.0,4.0,3.0,6.0
1066,5,6.0,6.0,2.0,5.0
1067,3,6.0,6.0,4.0,4.0
1068,3,4.0,6.0,3.0,5.0
1069,4,5.0,6.0,0.0,4.0
1070,3,6.0,5.0,4.0,5.0
1071,6,5.0,5.0,5.0,2.0
1072,4,1.0,6.0,5.0,3.0
1073,4,6.0,5.0,6.0,3.0
1074,6,6.0,4.0,5.0,5.0
1075,6,4.0,4.0,3.0,5.0
1076,4,5.0,4.0,4.0,6.0
1077,4,4.0,5.0,3.0,5.0
1078,3,4.0,0.0,4.0,5.0
1079,3,6.0,5.0,5.0,4.0
1080,3,5.0,5.0,5.0,5.0
1081,2,6.0,6.0,0.0,5.0
1082,3,5.0,5.0,3.0,5.0
1083,3,4.0,5.0,5.0,2.0
1084,4,6.0,5.0,4.0,5.0
1085,5,5.0,0.0,5.0,5.0
1086,4,5.0,4.0,5.0,4.0
1087,5,3.0,5.0,4.0,0.0
1088,5,3.0,6.0,5.0,6.0
1089,5,0.0,5.0,4.0,3.0
1090,6,1.0,3.0,4.0,4.0
1091,6,3.0,6.0,4.0,5.0
1092,6,5.0,4.0,5.0,5.0
1093,3,5.0,5.0,2.0,6.0
1094,6,4.0,3.0,5.0,5.0
1095,2,3.0,4.0,4.0,5.0
1096,3,6.0,5.0,6.0,5.0
1097,6,5.0,5.0,3.0,6.0
1098,4,3.0,6.0,3.0,5.0
1099,3,3.0,3.0,5.0,5.0
1100,3,0.0,5.0,6.0,2.0
1101,6,4.0,5.0,5.0,3.0
1102,5,5.0,5.0,5.0,3.0
1103,6,4.0,5.0,1.0,5.0
1104,3,4.0,6.0,3.0,3.0
1105,4,4.0,5.0,6.0,5.0
1106,6,5.0,5.0,3.0,2.0
1107,2,3.0,5.0,5.0,5.0
1108,2,6.0,5.0,6.0,3.0
1109,4,5.0,4.0,5.0,6.0
1110,4,5.0,2.0,4.0,5.0
1111,4,5.0,4.0,4.0,5.0
1112,4,4.0,5.0,3.0,5.0
1113,2,5.0,6.0,0.0,6.0
1114,6,4.0,6.0,4.0,5.0
1115,6,6.0,6.0,4.0,3.0
1116,6,6.0,5.0,6.0,4.0
1117,6,3.0,5.0,6.0,3.0
1118,5,3.0,5.0,5.0,5.0
1119,6,6.0,6.0,5.0,5.0
1120,3,3.0,4.0,2.0,5.0
1121,3,5.0,3.0,3.0,4.0
1122,2,4.0,5.0,5.0,0.0
1123,5,4.0,5.0,6.0,4.0
1124,5,4.0,4.0,5.0,3.0
1125,4,6.0,5.0,4.0,2.0
1126,6,4.0,3.0,3.0,5.0
1127,5,5.0,4.0,4.0,6.0
1128,3,5.0,6.0,4.0,3.0
1129,2,4.0,6.0,3.0,5.0
1130,3,4.0,6.0,4.0,4.0
1131,5,5.0,4.0,4.0,6.0
1132,3,4.0,6.0,4.0,5.0
1133,6,6.0,6.0,4.0,4.0
1134,4,3.0,4.0,6.0,2.0
1135,6,6.0,6.0,5.0,3.0
1136,6,3.0,6.0,4.0,5.0
1137,6,5.0,3.0,4.0,4.0
1138,4,4.0,6.0,6.0,6.0
1139,6,5.0,3.0,6.0,5.0
1140,5,4.0,6.0,6.0,6.0
1141,4,5.0,6.0,2.0,4.0
1142,1,6.0,3.0,2.0,3.0
1143,4,4.0,5.0,5.0,4.0
1144,6,4.0,5.0,6.0,5.0
1145,5,0.0,4.0,2.0,4.0
1146,4,3.0,4.0,5.0,5.0
1147,5,6.0,6.0,2.0,3.0
1148,6,3.0,5.0,5.0,5.0
1149,2,5.0,6.0,6.0,5.0
1150,2,6.0,4.0,5.0,6.0
1151,3,4.0,3.0,2.0,6.0
1152,4,6.0,3.0,6.0,4.0
1153,5,5.0,6.0,5.0,4.0
1154,4,6.0,4.0,5.0,5.0
1155,3,4.0,5.0,5.0,5.0
1156,6,0.0,5.0,6.0,3.0
1157,6,6.0,6.0,4.0,3.0
1158,3,6.0,4.0,6.0,2.0
1159,3,5.0,3.0,6.0,5.0
1160,6,3.0,5.0,6.0,4.0
1161,4,3.0,4.0,5.0,0.0
1162,6,6.0,6.0,6.0,6.0
1163,6,4.0,6.0,6.0,5.0
1164,6,5.0,2.0,6.0,6.0
1165,6,3.0,4.0,6.0,5.0
1166,5,6.0,5.0,3.0,5.0
1167,5,5.0,4.0,6.0,6.0
1168,6,2.0,3.0,4.0,5.0
1169,5,6.0,6.0,2.0,5.0
1170,4,2.0,4.0,6.0,5.0
1171,3,6.0,4.0,3.0,6.0
1172,4,6.0,5.0,1.0,5.0
1173,5,6.0,3.0,4.0,6.0
1174,5,4.0,5.0,6.0,4.0
1175,5,6.0,6.0,6.0,4.0
1176,6,2.0,5.0,4.0,4.0
1177,4,3.0,6.0,5.0,5.0
1178,2,2.0,5.0,3.0,5.0
1179,5,4.0,6.0,3.0,3.0
1180,4,6.0,6.0,6.0,4.0
1181,3,6.0,5.0,4.0,5.0
1182,5,6.0,4.0,5.0,5.0
1183,6,6.0,6.0,0.0,5.0
1184,6,4.0,4.0,6.0,5.0
1185,2,6.0,5.0,6.0,5.0
1186,5,0.0,6.0,3.0,5.0
1187,3,6.0,5.0,2.0,3.0
1188,3,4.0,5.0,3.0,6.0
1189,3,6.0,5.0,3.0,5.0
1190,6,3.0,3.0,3.0,5.0
1191,5,4.0,4.0,4.0,0.0
1192,4,5.0,6.0,6.0,5.0
1193,1,3.0,4.0,1.0,6.0
1194,5,6.0,6.0,3.0,4.0
1195,3,5.0,4.0,6.0,3.0
1196,3,6.0,3.0,5.0,4.0
1197,3,5.0,3.0,4.0,4.0
1198,6,0.0,5.0,3.0,2.0
1199,4,6.0,5.0,1.0,4.0
1200,4,4.0,5.0,4.0,4.0
1201,4,4.0,5.0,2.0,4.0
1202,5,2.0,5.0,4.0,6.0
1203,4,5.0,5.0,4.0,6.0
1204,2,4.0,3.0,3.0,3.0
1205,6,6.0,6.0,6.0,2.0
1206,6,5.0,5.0,3.0,5.0
1207,6,6.0,6.0,3.0,3.0
1208,6,5.0,6.0,5.0,2.0
1209,6,5.0,5.0,5.0,5.0
1210,3,5.0,6.0,5.0,4.0
1211,0,4.0,6.0,6.0,5.0
1212,4,5.0,4.0,5.0,6.0
1213,2,4.0,4.0,4.0,2.0
1214,4,4.0,0.0,5.0,6.0
1215,4,5.0,6.0,2.0,5.0
1216,4,6.0,6.0,2.0,3.0
1217,6,6.0,5.0,4.0,4.0
1218,6,0.0,5.0,2.0,6.0
1219,3,5.0,3.0,5.0,4.0
1220,2,6.0,6.0,4.0,4.0
1221,4,4.0,5.0,4.0,5.0
1222,6,3.0,6.0,4.0,3.0
1223,6,3.0,4.0,3.0,4.0
1224,6,5.0,6.0,0.0,5.0
1225,6,5.0,4.0,0.0,4.0
1226,5,4.0,6.0,0.0,3.0
1227,3,5.0,2.0,6.0,4.0
1228,6,5.0,6.0,4.0,5.0
1229,3,2.0,6.0,1.0,5.0
1230,6,4.0,0.0,6.0,5.0
1231,6,6.0,1.0,6.0,5.0
1232,0,5.0,4.0,4.0,5.0
1233,5,6.0,5.0,3.0,5.0
1234,6,6.0,4.0,1.0,4.0
1235,6,5.0,6.0,5.0,4.0
1236,5,5.0,0.0,4.0,1.0
1237,4,2.0,5.0,0.0,6.0
1238,6,5.0,5.0,5.0,3.0
1239,6,5.0,3.0,5.0,4.0
1240,6,5.0,4.0,4.0,5.0
1241,5,4.0,3.0,6.0,5.0
1242,5,6.0,6.0,4.0,5.0
1243,6,5.0,6.0,5.0,4.0
1244,6,6.0,6.0,4.0,3.0
1245,3,6.0,3.0,5.0,2.0
1246,4,5.0,4.0,1.0,4.0
1247,6,5.0,5.0,5.0,6.0
1248,4,6.0,6.0,3.0,5.0
1249,4,6.0,4.0,6.0,4.0
1250,3,4.0,3.0,6.0,4.0
1251,6,2.0,6.0,5.0,6.0
1252,4,5.0,3.0,3.0,3.0
1253,2,5.0,0.0,6.0,5.0
1254,2,4.0,6.0,6.0,5.0
1255,2,6.0,6.0,5.0,4.0
1256,4,3.0,6.0,3.0,3.0
1257,4,6.0,6.0,5.0,4.0
1258,4,3.0,3.0,5.0,5.0
1259,2,5.0,6.0,5.0,4.0
1260,5,4.0,5.0,6.0,5.0
1261,3,6.0,3.0,4.0,5.0
1262,4,5.0,4.0,5.0,5.0
1263,0,5.0,5.0,5.0,3.0
1264,3,6.0,5.0,5.0,0.0
1265,5,2.0,4.0,5.0,3.0
1266,1,5.0,5.0,5.0,4.0
1267,3,4.0,5.0,6.0,1.0
1268,6,6.0,6.0,2.0,5.0
1269,6,3.0,6.0,4.0,3.0
1270,6,3.0,4.0,6.0,4.0
1271,6,5.0,5.0,6.0,1.0
1272,5,5.0,0.0,4.0,4.0
1273,6,5.0,5.0,5.0,6.0
1274,4,0.0,4.0,6.0,6.0
1275,5,6.0,4.0,3.0,4.0
1276,4,6.0,2.0,6.0,6.0
1277,6,0.0,4.0,5.0,6.0
1278,5,3.0,6.0,4.0,6.0
1279,1,6.0,1.0,5.0,4.0
1280,6,3.0,0.0,6.0,3.0
1281,4,6.0,5.0,4.0,6.0
1282,6,0.0,4.0,6.0,5.0
1283,5,6.0,5.0,6.0,5.0
1284,1,5.0,1.0,5.0,1.0
1285,3,4.0,3.0,4.0,5.0
1286,6,2.0,4.0,5.0,4.0
1287,6,6.0,3.0,5.0,6.0
1288,4,6.0,6.0,6.0,4.0
1289,2,3.0,2.0,5.0,5.0
1290,4,4.0,4.0,5.0,4.0
1291,1,5.0,4.0,4.0,5.0
1292,6,4.0,4.0,6.0,6.0
1293,0,4.0,4.0,4.0,4.0
1294,1,3.0,4.0,6.0,6.0
1295,1,3.0,5.0,3.0,5.0
1296,3,4.0,5.0,3.0,4.0
1297,6,5.0,6.0,3.0,4.0
1298,6,6.0,4.0,6.0,3.0
1299,6,6.0,5.0,4.0,1.0
1300,1,5.0,3.0,4.0,6.0
1301,2,3.0,4.0,3.0,4.0
1302,6,6.0,3.0,5.0,5.0
1303,6,2.0,5.0,6.0,5.0
1304,6,6.0,5.0,6.0,6.0
1305,6,6.0,6.0,5.0,4.0
1306,6,4.0,5.0,6.0,6.0
1307,6,3.0,3.0,2.0,6.0
1308,0,6.0,5.0,6.0,0.0
1309,1,4.0,5.0,5.0,6.0
1310,4,4.0,4.0,0.0,5.0
1311,6,4.0,5.0,3.0,6.0
1312,6,1.0,3.0,4.0,6.0
1313,6,6.0,6.0,6.0,5.0
