,2013,2014,2015,2016,2017
1314,4,6.0,5.0,6.0,5.0
1315,1,5.0,3.0,6.0,5.0
1316,2,6.0,5.0,4.0,4.0
1317,3,6.0,6.0,5.0,5.0
1318,3,6.0,5.0,6.0,4.0
1319,0,2.0,5.0,5.0,3.0
1320,5,6.0,4.0,5.0,5.0
1321,5,5.0,6.0,4.0,1.0
1322,6,3.0,5.0,5.0,4.0
1323,3,4.0,4.0,6.0,3.0
1324,2,2.0,3.0,4.0,5.0
1325,6,5.0,4.0,4.0,5.0
1326,3,5.0,3.0,1.0,5.0
1327,3,5.0,3.0,5.0,6.0
1328,3,4.0,5.0,4.0,6.0
1329,5,4.0,5.0,3.0,5.0
1330,2,6.0,3.0,4.0,5.0
1331,6,3.0,5.0,3.0,6.0
1332,0,1.0,6.0,4.0,4.0
1333,5,4.0,5.0,6.0,6.0
1334,5,5.0,6.0,5.0,4.0
1335,4,3.0,4.0,6.0,6.0
1336,4,4.0,6.0,6.0,4.0
1337,5,5.0,5.0,6.0,4.0
1338,4,4.0,6.0,5.0,4.0
1339,2,6.0,4.0,4.0,4.0
1340,5,3.0,5.0,5.0,4.0
1341,1,3.0,6.0,5.0,6.0
1342,6,1.0,4.0,5.0,1.0
1343,5,6.0,5.0,4.0,4.0
1344,5,4.0,5.0,4.0,6.0
1345,6,1.0,4.0,3.0,5.0
1346,5,5.0,4.0,4.0,0.0
1347,6,2.0,5.0,6.0,4.0
1348,4,5.0,6.0,6.0,6.0
1349,1,1.0,6.0,5.0,5.0
1350,5,6.0,4.0,3.0,3.0
1351,4,0.0,6.0,5.0,6.0
1352,6,4.0,4.0,4.0,5.0
1353,4,5.0,5.0,5.0,6.0
1354,6,5.0,3.0,5.0,5.0
1355,0,6.0,6.0,4.0,5.0
1356,6,3.0,4.0,5.0,5.0
1357,4,6.0,5.0,4.0,5.0
1358,6,6.0,5.0,4.0,3.0
1359,1,5.0,5.0,5.0,4.0
1360,6,2.0,4.0,5.0,1.0
1361,2,6.0,3.0,0.0,4.0
1362,4,4.0,5.0,6.0,6.0
1363,5,4.0,5.0,3.0,5.0
1364,5,3.0,4.0,3.0,6.0
1365,3,0.0,5.0,5.0,3.0
1366,4,4.0,4.0,4.0,1.0
1367,1,4.0,3.0,5.0,6.0
1368,5,6.0,6.0,3.0,3.0
1369,5,4.0,5.0,6.0,4.0
1370,1,2.0,5.0,4.0,5.0
1371,6,6.0,6.0,4.0,4.0
1372,6,6.0,2.0,6.0,2.0
1373,2,0.0,4.0,4.0,5.0
1374,6,4.0,4.0,6.0,6.0
1375,6,4.0,3.0,3.0,4.0
1376,0,6.0,0.0,5.0,4.0
1377,5,5.0,6.0,4.0,5.0
1378,1,4.0,6.0,6.0,5.0
1379,3,6.0,2.0,4.0,1.0
1380,3,6.0,5.0,6.0,6.0
1381,6,4.0,5.0,5.0,4.0
1382,6,4.0,6.0,5.0,6.0
1383,6,6.0,5.0,4.0,6.0
1384,0,3.0,6.0,6.0,5.0
1385,4,4.0,6.0,4.0,5.0
1386,6,4.0,4.0,6.0,2.0
1387,5,5.0,3.0,5.0,3.0
1388,3,6.0,6.0,4.0,0.0
1389,6,4.0,5.0,5.0,6.0
1390,4,4.0,4.0,6.0,4.0
1391,2,6.0,5.0,6.0,4.0
1392,4,4.0,4.0,5.0,3.0
1393,2,6.0,5.0,5.0,5.0
1394,4,5.0,6.0,4.0,5.0
1395,6,3.0,4.0,2.0,6.0
1396,4,4.0,6.0,4.0,3.0
1397,6,6.0,5.0,3.0,0.0
1398,6,6.0,5.0,4.0,4.0
1399,4,6.0,5.0,3.0,6.0
1400,6,5.0,6.0,3.0,5.0
1401,4,4.0,0.0,6.0,5.0
1402,6,6.0,3.0,5.0,6.0
1403,6,1.0,4.0,6.0,4.0
1404,0,6.0,3.0,5.0,3.0
1405,4,4.0,5.0,5.0,3.0
1406,4,0.0,6.0,6.0,3.0
1407,4,6.0,6.0,6.0,6.0
1408,5,4.0,5.0,5.0,4.0
1409,6,3.0,6.0,6.0,4.0
1410,1,4.0,4.0,4.0,6.0
1411,4,4.0,3.0,4.0,5.0
1412,1,3.0,5.0,3.0,6.0
1413,5,5.0,6.0,5.0,5.0
1414,2,6.0,6.0,5.0,6.0
1415,6,4.0,3.0,5.0,6.0
1416,6,4.0,5.0,4.0,3.0
1417,4,4.0,4.0,4.0,3.0
1418,0,5.0,6.0,4.0,3.0
1419,5,4.0,6.0,6.0,5.0
1420,4,0.0,3.0,3.0,3.0
1421,1,0.0,4.0,6.0,6.0
1422,3,6.0,4.0,4.0,4.0
1423,2,4.0,2.0,6.0,2.0
1424,2,3.0,5.0,5.0,6.0
1425,4,6.0,4.0,4.0,4.0
1426,3,5.0,4.0,5.0,3.0
1427,1,0.0,1.0,6.0,3.0
1428,3,3.0,6.0,5.0,6.0
1429,1,4.0,6.0,3.0,5.0
1430,1,4.0,3.0,3.0,5.0
1431,3,4.0,3.0,5.0,6.0
1432,2,1.0,6.0,6.0,6.0
1433,5,6.0,3.0,4.0,3.0
1434,3,5.0,4.0,4.0,3.0
1435,5,5.0,5.0,3.0,3.0
1436,2,3.0,6.0,6.0,3.0
1437,2,4.0,2.0,6.0,3.0
1438,5,6.0,5.0,6.0,2.0
1439,6,6.0,3.0,5.0,3.0
1440,0,2.0,6.0,6.0,3.0
1441,4,1.0,3.0,6.0,5.0
1442,6,4.0,4.0,6.0,6.0
1443,2,1.0,3.0,4.0,5.0
1444,4,4.0,5.0,5.0,4.0
1445,0,6.0,4.0,6.0,1.0
1446,6,6.0,4.0,6.0,3.0
1447,1,4.0,4.0,0.0,2.0
1448,6,5.0,3.0,5.0,5.0
1449,2,1.0,4.0,6.0,1.0
1450,1,5.0,5.0,6.0,5.0
1451,4,4.0,0.0,2.0,4.0
1452,1,3.0,3.0,0.0,4.0
1453,1,1.0,3.0,0.0,5.0
1454,4,3.0,2.0,5.0,3.0
1455,3,3.0,3.0,2.0,6.0
1456,1,4.0,4.0,6.0,3.0
1457,6,3.0,5.0,4.0,4.0
1458,4,4.0,5.0,6.0,4.0
1459,1,5.0,3.0,5.0,3.0
1460,1,6.0,5.0,5.0,6.0
1461,3,3.0,3.0,6.0,5.0
1462,2,3.0,4.0,0.0,3.0
1463,3,6.0,5.0,1.0,4.0
1464,3,2.0,4.0,6.0,6.0
1465,1,3.0,6.0,4.0,6.0
1466,1,2.0,5.0,5.0,5.0
1467,5,5.0,5.0,4.0,0.0
1468,6,3.0,4.0,4.0,6.0
1469,6,5.0,5.0,5.0,4.0
1470,6,6.0,4.0,5.0,5.0
1471,6,4.0,4.0,6.0,3.0
1472,4,5.0,6.0,4.0,5.0
1473,3,4.0,6.0,5.0,4.0
1474,5,4.0,3.0,6.0,4.0
1475,3,6.0,4.0,6.0,4.0
1476,4,4.0,3.0,4.0,4.0
1477,6,6.0,3.0,4.0,4.0
1478,4,6.0,6.0,5.0,6.0
1479,3,3.0,0.0,0.0,4.0
1480,4,3.0,5.0,6.0,5.0
1481,6,3.0,6.0,6.0,5.0
1482,4,4.0,6.0,5.0,3.0
1483,4,5.0,5.0,1.0,2.0
1484,4,5.0,6.0,0.0,3.0
1485,6,5.0,6.0,3.0,5.0
1486,5,3.0,6.0,6.0,0.0
1487,4,4.0,5.0,0.0,4.0
1488,5,4.0,4.0,6.0,6.0
1489,6,4.0,6.0,6.0,6.0
1490,4,4.0,4.0,6.0,5.0
1491,1,6.0,4.0,5.0,5.0
1492,6,6.0,4.0,6.0,4.0
1493,2,3.0,6.0,6.0,3.0
1494,5,4.0,3.0,2.0,5.0
1495,6,2.0,4.0,6.0,3.0
1496,2,5.0,0.0,5.0,3.0
1497,3,5.0,5.0,5.0,4.0
1498,5,3.0,1.0,5.0,6.0
1499,4,2.0,1.0,3.0,6.0
1500,5,5.0,6.0,4.0,6.0
1501,5,5.0,2.0,5.0,4.0
1502,6,5.0,4.0,6.0,0.0
1503,1,3.0,4.0,6.0,5.0
1504,4,3.0,6.0,6.0,4.0
1505,6,3.0,4.0,4.0,4.0
1506,3,2.0,6.0,5.0,6.0
1507,5,3.0,5.0,3.0,1.0
1508,5,4.0,3.0,6.0,0.0
1509,2,5.0,6.0,4.0,4.0
1510,4,5.0,5.0,5.0,3.0
1511,6,1.0,5.0,6.0,5.0
1512,6,3.0,6.0,6.0,6.0
1513,4,0.0,1.0,6.0,5.0
1514,3,3.0,3.0,4.0,5.0
1515,4,5.0,4.0,5.0,6.0
1516,6,3.0,5.0,4.0,6.0
1517,5,6.0,5.0,6.0,3.0
1518,6,3.0,4.0,5.0,6.0
1519,4,4.0,6.0,6.0,4.0
1520,4,5.0,0.0,4.0,5.0
1521,3,3.0,3.0,1.0,4.0
1522,4,2.0,4.0,6.0,4.0
1523,6,0.0,4.0,5.0,2.0
1524,6,4.0,4.0,3.0,6.0
1525,2,6.0,2.0,6.0,6.0
1526,5,5.0,4.0,5.0,5.0
1527,5,2.0,3.0,3.0,4.0
1528,4,4.0,5.0,5.0,3.0
1529,6,6.0,5.0,5.0,5.0
1530,5,5.0,5.0,5.0,1.0
1531,6,4.0,6.0,6.0,3.0
1532,5,3.0,6.0,5.0,6.0
1533,4,6.0,6.0,6.0,4.0
1534,3,4.0,4.0,6.0,6.0
1535,6,4.0,6.0,4.0,6.0
1536,5,5.0,3.0,4.0,4.0
1537,6,6.0,4.0,6.0,5.0
1538,6,2.0,5.0,5.0,0.0
1539,5,5.0,6.0,6.0,4.0
1540,4,5.0,3.0,6.0,5.0
1541,5,5.0,4.0,3.0,5.0
1542,6,5.0,6.0,5.0,3.0
1543,4,4.0,4.0,5.0,6.0
1544,5,5.0,5.0,6.0,2.0
1545,1,2.0,3.0,6.0,3.0
1546,6,4.0,6.0,6.0,6.0
1547,6,4.0,5.0,0.0,4.0
1548,0,1.0,5.0,6.0,4.0
1549,1,6.0,5.0,4.0,5.0
1550,6,5.0,6.0,5.0,0.0
1551,6,3.0,6.0,6.0,5.0
1552,6,2.0,4.0,1.0,4.0
1553,4,5.0,6.0,4.0,5.0
1554,6,5.0,5.0,4.0,6.0
1555,3,5.0,5.0,4.0,3.0
1556,4,2.0,6.0,3.0,5.0
1557,4,6.0,6.0,6.0,6.0
1558,3,3.0,6.0,6.0,4.0
1559,4,6.0,3.0,3.0,6.0
1560,4,6.0,3.0,5.0,4.0
1561,0,3.0,3.0,4.0,5.0
1562,6,6.0,4.0,5.0,4.0
1563,6,5.0,5.0,6.0,5.0
1564,6,5.0,5.0,2.0,2.0
1565,4,0.0,3.0,6.0,5.0
1566,0,5.0,5.0,2.0,4.0
1567,0,5.0,6.0,6.0,3.0
1568,1,4.0,4.0,3.0,4.0
1569,6,5.0,3.0,6.0,6.0
1570,6,3.0,5.0,4.0,4.0
1571,4,4.0,6.0,6.0,3.0
1572,5,5.0,5.0,6.0,3.0
1573,2,0.0,4.0,4.0,4.0
1574,1,2.0,3.0,0.0,6.0
1575,6,4.0,6.0,5.0,3.0
1576,6,5.0,3.0,5.0,5.0
1577,5,3.0,0.0,0.0,3.0
1578,6,6.0,5.0,5.0,6.0
1579,4,5.0,5.0,4.0,5.0
1580,2,0.0,4.0,1.0,5.0
1581,1,0.0,3.0,5.0,4.0
1582,4,2.0,6.0,6.0,4.0
1583,2,6.0,6.0,4.0,6.0
1584,0,4.0,4.0,6.0,6.0
1585,6,5.0,5.0,1.0,5.0
1586,4,5.0,4.0,6.0,2.0
1587,4,6.0,6.0,4.0,4.0
1588,4,6.0,4.0,6.0,3.0
1589,5,6.0,6.0,4.0,4.0
1590,5,4.0,4.0,1.0,5.0
1591,2,4.0,5.0,2.0,1.0
1592,6,5.0,3.0,6.0,3.0
1593,4,6.0,6.0,0.0,4.0
1594,2,5.0,6.0,5.0,6.0
1595,6,4.0,5.0,4.0,4.0
1596,3,3.0,5.0,5.0,5.0
1597,3,0.0,6.0,6.0,5.0
1598,0,6.0,6.0,0.0,6.0
1599,4,1.0,5.0,5.0,6.0
1600,6,5.0,6.0,1.0,2.0
1601,6,6.0,6.0,6.0,3.0
1602,6,5.0,5.0,4.0,4.0
1603,3,6.0,6.0,5.0,3.0
1604,5,5.0,4.0,4.0,6.0
1605,2,6.0,5.0,2.0,5.0
1606,6,5.0,6.0,5.0,5.0
1607,5,4.0,6.0,3.0,3.0
1608,6,4.0,6.0,6.0,6.0
1609,5,6.0,6.0,6.0,5.0
1610,6,5.0,6.0,6.0,6.0
1611,5,4.0,6.0,4.0,4.0
1612,3,5.0,5.0,4.0,4.0
1613,5,4.0,6.0,4.0,5.0
1614,6,2.0,4.0,5.0,3.0
1615,4,2.0,4.0,4.0,4.0
1616,4,3.0,6.0,6.0,4.0
1617,3,6.0,4.0,0.0,6.0
1618,6,1.0,5.0,6.0,5.0
1619,4,4.0,5.0,4.0,5.0
1620,0,4.0,1.0,2.0,4.0
1621,4,5.0,5.0,3.0,4.0
1622,6,6.0,2.0,5.0,0.0
1623,2,4.0,6.0,3.0,4.0
1624,6,4.0,2.0,6.0,4.0
1625,3,4.0,3.0,3.0,6.0
1626,4,5.0,2.0,2.0,5.0
1627,1,6.0,3.0,5.0,5.0
1628,3,4.0,1.0,3.0,6.0
1629,6,3.0,6.0,3.0,6.0
1630,3,5.0,6.0,3.0,2.0
1631,3,4.0,5.0,1.0,6.0
1632,1,2.0,6.0,4.0,4.0
1633,5,6.0,5.0,3.0,2.0
1634,6,6.0,6.0,5.0,3.0
1635,6,4.0,2.0,5.0,4.0
1636,3,6.0,1.0,5.0,3.0
1637,6,3.0,5.0,5.0,3.0
1638,6,6.0,6.0,4.0,5.0
1639,6,5.0,4.0,0.0,4.0
1640,5,5.0,6.0,2.0,4.0
1641,1,3.0,5.0,5.0,6.0
1642,4,6.0,5.0,0.0,0.0
1643,4,3.0,6.0,5.0,4.0
1644,6,6.0,5.0,5.0,5.0
1645,1,4.0,6.0,3.0,3.0
1646,5,5.0,4.0,5.0,4.0
1647,5,4.0,5.0,5.0,5.0
1648,4,5.0,4.0,4.0,5.0
1649,6,4.0,6.0,5.0,3.0
1650,5,6.0,4.0,4.0,3.0
1651,6,5.0,6.0,6.0,4.0
1652,5,4.0,6.0,6.0,5.0
1653,1,6.0,3.0,4.0,4.0
1654,5,4.0,4.0,5.0,5.0
1655,6,4.0,6.0,5.0,4.0
1656,2,3.0,6.0,5.0,6.0
1657,6,5.0,4.0,5.0,5.0
1658,6,2.0,0.0,4.0,6.0
1659,4,6.0,4.0,5.0,4.0
1660,1,5.0,4.0,5.0,4.0
1661,6,6.0,5.0,5.0,4.0
1662,3,5.0,6.0,6.0,4.0
1663,4,6.0,5.0,5.0,4.0
1664,3,5.0,5.0,5.0,4.0
1665,0,4.0,6.0,5.0,6.0
1666,4,6.0,3.0,5.0,4.0
1667,4,5.0,0.0,5.0,5.0
1668,6,5.0,6.0,5.0,2.0
1669,6,4.0,6.0,5.0,3.0
1670,0,4.0,5.0,5.0,2.0
1671,5,1.0,6.0,5.0,6.0
1672,2,3.0,3.0,5.0,5.0
1673,4,1.0,5.0,4.0,4.0
1674,6,4.0,6.0,5.0,5.0
1675,6,1.0,6.0,6.0,6.0
1676,1,5.0,6.0,5.0,0.0
1677,6,4.0,4.0,4.0,6.0
1678,5,0.0,0.0,5.0,2.0
1679,6,5.0,1.0,5.0,2.0
1680,6,3.0,4.0,4.0,2.0
1681,3,4.0,5.0,6.0,6.0
1682,5,6.0,3.0,2.0,6.0
1683,0,4.0,6.0,4.0,5.0
1684,6,3.0,5.0,5.0,4.0
1685,6,4.0,5.0,4.0,5.0
1686,6,4.0,5.0,5.0,6.0
1687,4,5.0,2.0,5.0,4.0
1688,6,4.0,6.0,4.0,0.0
1689,6,3.0,6.0,5.0,6.0
1690,0,3.0,5.0,5.0,4.0
1691,0,5.0,4.0,6.0,3.0
1692,3,5.0,4.0,5.0,6.0
1693,0,3.0,3.0,5.0,5.0
1694,6,5.0,5.0,5.0,6.0
1695,6,3.0,6.0,3.0,4.0
1696,4,4.0,3.0,5.0,2.0
1697,6,6.0,5.0,2.0,5.0
1698,6,0.0,6.0,3.0,4.0
1699,6,5.0,4.0,4.0,5.0
1700,6,4.0,5.0,6.0,4.0
1701,5,5.0,1.0,5.0,6.0
1702,6,6.0,6.0,6.0,6.0
1703,6,4.0,3.0,4.0,4.0
1704,3,5.0,6.0,5.0,0.0
1705,6,1.0,1.0,3.0,5.0
1706,6,3.0,4.0,4.0,5.0
1707,6,5.0,5.0,5.0,4.0
1708,6,4.0,5.0,5.0,6.0
1709,6,5.0,6.0,5.0,6.0
1710,2,6.0,5.0,0.0,5.0
1711,6,5.0,6.0,5.0,4.0
1712,6,3.0,5.0,4.0,6.0
1713,4,5.0,1.0,5.0,5.0
1714,4,4.0,4.0,5.0,5.0
1715,3,6.0,5.0,4.0,2.0
1716,6,5.0,5.0,5.0,4.0
1717,6,4.0,5.0,5.0,5.0
1718,3,6.0,4.0,3.0,5.0
1719,6,6.0,6.0,6.0,3.0
1720,6,0.0,5.0,1.0,2.0
1721,6,1.0,6.0,5.0,5.0
1722,5,5.0,3.0,4.0,3.0
1723,6,5.0,0.0,6.0,5.0
1724,6,6.0,6.0,3.0,2.0
1725,5,5.0,5.0,5.0,3.0
1726,4,6.0,3.0,5.0,6.0
1727,5,0.0,4.0,5.0,5.0
1728,5,5.0,6.0,5.0,5.0
1729,5,3.0,5.0,5.0,6.0
1730,3,5.0,2.0,4.0,6.0
1731,2,1.0,6.0,3.0,5.0
1732,3,6.0,3.0,6.0,4.0
1733,4,6.0,5.0,5.0,6.0
1734,3,4.0,6.0,5.0,3.0
1735,5,4.0,5.0,5.0,4.0
1736,6,5.0,6.0,5.0,6.0
1737,6,5.0,6.0,5.0,6.0
1738,5,6.0,4.0,4.0,4.0
1739,6,6.0,5.0,1.0,3.0
1740,5,4.0,6.0,6.0,5.0
1741,5,3.0,5.0,5.0,5.0
1742,6,4.0,3.0,5.0,4.0
1743,6,6.0,0.0,4.0,4.0
1744,1,6.0,4.0,5.0,4.0
1745,6,6.0,5.0,6.0,4.0
1746,6,5.0,6.0,6.0,5.0
1747,6,5.0,4.0,5.0,5.0
1748,2,6.0,6.0,6.0,6.0
1749,6,6.0,3.0,5.0,4.0
1750,3,6.0,2.0,5.0,6.0
1751,5,4.0,5.0,5.0,6.0
1752,3,4.0,4.0,6.0,4.0
1753,6,5.0,4.0,4.0,3.0
1754,6,5.0,6.0,3.0,4.0
1755,2,6.0,5.0,4.0,6.0
1756,5,5.0,2.0,4.0,5.0
1757,4,5.0,4.0,4.0,1.0
1758,5,5.0,3.0,5.0,0.0
1759,3,4.0,6.0,5.0,5.0
1760,4,0.0,5.0,4.0,5.0
1761,4,6.0,5.0,5.0,4.0
1762,6,6.0,5.0,5.0,5.0
1763,6,6.0,5.0,4.0,4.0
1764,4,3.0,5.0,5.0,6.0
1765,3,4.0,4.0,5.0,4.0
1766,6,6.0,6.0,4.0,6.0
1767,2,5.0,4.0,3.0,6.0
1768,5,3.0,6.0,2.0,4.0
1769,2,6.0,3.0,3.0,4.0
1770,1,2.0,4.0,6.0,4.0
1771,5,5.0,3.0,4.0,4.0
1772,6,5.0,6.0,5.0,4.0
1773,6,4.0,6.0,5.0,5.0
1774,3,5.0,4.0,5.0,4.0
1775,4,6.0,3.0,4.0,4.0
1776,6,6.0,6.0,3.0,5.0
1777,3,5.0,0.0,3.0,5.0
1778,0,6.0,5.0,5.0,5.0
1779,6,3.0,5.0,4.0,6.0
1780,6,6.0,4.0,5.0,5.0
1781,2,5.0,5.0,4.0,5.0
1782,2,6.0,5.0,4.0,4.0
1783,3,5.0,5.0,6.0,5.0
1784,4,4.0,5.0,5.0,5.0
1785,5,6.0,1.0,4.0,6.0
1786,3,6.0,3.0,2.0,5.0
1787,6,6.0,4.0,5.0,1.0
1788,6,5.0,5.0,6.0,3.0
1789,3,6.0,4.0,3.0,4.0
1790,4,6.0,1.0,5.0,0.0
1791,4,5.0,5.0,5.0,5.0
1792,3,5.0,3.0,4.0,5.0
1793,6,4.0,3.0,4.0,3.0
1794,4,5.0,1.0,5.0,4.0
1795,6,4.0,4.0,3.0,5.0
1796,4,6.0,4.0,5.0,5.0
1797,6,6.0,3.0,6.0,6.0
1798,0,0.0,5.0,3.0,5.0
1799,6,5.0,5.0,5.0,5.0
1800,5,6.0,3.0,4.0,5.0
1801,5,4.0,2.0,5.0,4.0
1802,4,4.0,5.0,5.0,5.0
1803,4,5.0,4.0,5.0,6.0
1804,4,2.0,6.0,5.0,2.0
1805,1,6.0,5.0,4.0,6.0
1806,5,6.0,4.0,4.0,4.0
1807,5,6.0,4.0,4.0,0.0
1808,5,6.0,6.0,4.0,5.0
1809,1,3.0,4.0,5.0,5.0
1810,6,4.0,2.0,4.0,5.0
1811,6,4.0,5.0,5.0,5.0
1812,3,5.0,5.0,4.0,6.0
1813,6,6.0,2.0,5.0,1.0
1814,3,6.0,5.0,4.0,4.0
1815,0,6.0,5.0,5.0,5.0
1816,6,4.0,5.0,5.0,3.0
1817,4,5.0,2.0,5.0,4.0
1818,5,4.0,3.0,5.0,5.0
1819,6,4.0,6.0,5.0,5.0
1820,5,0.0,6.0,5.0,4.0
1821,4,6.0,3.0,5.0,4.0
1822,6,6.0,6.0,5.0,5.0
1823,4,6.0,5.0,5.0,3.0
1824,6,6.0,5.0,6.0,5.0
1825,6,6.0,5.0,4.0,4.0
1826,1,6.0,1.0,5.0,5.0
1827,6,5.0,3.0,3.0,2.0
1828,6,6.0,2.0,5.0,6.0
1829,3,4.0,6.0,5.0,3.0
1830,4,6.0,5.0,6.0,5.0
1831,3,5.0,6.0,6.0,6.0
1832,4,6.0,6.0,5.0,5.0
1833,6,6.0,6.0,5.0,2.0
1834,4,5.0,3.0,5.0,5.0
1835,0,5.0,5.0,5.0,5.0
1836,5,6.0,4.0,5.0,1.0
1837,5,4.0,4.0,4.0,5.0
1838,6,4.0,5.0,3.0,0.0
1839,2,4.0,5.0,4.0,6.0
1840,3,6.0,6.0,4.0,5.0
1841,4,4.0,5.0,6.0,0.0
1842,1,3.0,5.0,5.0,3.0
1843,0,4.0,5.0,5.0,5.0
1844,6,6.0,5.0,5.0,3.0
1845,6,0.0,6.0,3.0,5.0
1846,4,4.0,4.0,5.0,3.0
1847,6,5.0,5.0,5.0,6.0
1848,5,4.0,6.0,5.0,6.0
1849,5,5.0,5.0,5.0,6.0
1850,1,6.0,5.0,6.0,3.0
1851,5,6.0,4.0,6.0,3.0
1852,2,6.0,6.0,5.0,4.0
1853,6,6.0,1.0,5.0,4.0
1854,0,5.0,4.0,5.0,5.0
1855,6,4.0,4.0,4.0,6.0
1856,5,5.0,3.0,6.0,6.0
1857,6,5.0,5.0,5.0,5.0
1858,4,6.0,3.0,5.0,5.0
1859,6,5.0,4.0,5.0,5.0
1860,6,4.0,5.0,3.0,4.0
1861,6,5.0,4.0,4.0,6.0
1862,6,3.0,4.0,2.0,5.0
1863,6,4.0,5.0,5.0,4.0
1864,6,5.0,0.0,6.0,3.0
1865,4,5.0,5.0,5.0,4.0
1866,5,5.0,0.0,2.0,5.0
1867,5,5.0,5.0,6.0,3.0
1868,4,5.0,4.0,4.0,3.0
1869,6,3.0,4.0,5.0,4.0
1870,6,6.0,0.0,5.0,6.0
1871,6,4.0,5.0,4.0,6.0
1872,4,4.0,5.0,4.0,5.0
1873,3,5.0,3.0,6.0,6.0
1874,6,3.0,5.0,6.0,5.0
1875,6,6.0,0.0,4.0,5.0
1876,5,5.0,4.0,5.0,5.0
1877,5,4.0,3.0,5.0,3.0
1878,5,6.0,6.0,5.0,6.0
1879,5,2.0,6.0,3.0,4.0
1880,3,1.0,3.0,5.0,5.0
1881,5,5.0,6.0,6.0,5.0
1882,6,5.0,6.0,5.0,4.0
1883,4,4.0,4.0,4.0,6.0
1884,6,1.0,4.0,3.0,6.0
1885,3,5.0,5.0,5.0,5.0
1886,5,4.0,5.0,5.0,6.0
1887,4,6.0,5.0,4.0,3.0
1888,5,6.0,6.0,6.0,5.0
1889,0,5.0,5.0,6.0,2.0
1890,4,5.0,5.0,5.0,3.0
1891,6,4.0,3.0,6.0,4.0
1892,6,4.0,4.0,4.0,0.0
1893,5,6.0,6.0,4.0,5.0
1894,5,4.0,5.0,6.0,6.0
1895,4,6.0,5.0,2.0,4.0
1896,5,6.0,4.0,5.0,4.0
1897,6,3.0,5.0,5.0,5.0
1898,6,5.0,4.0,5.0,3.0
1899,0,3.0,5.0,6.0,3.0
1900,6,4.0,4.0,4.0,5.0
1901,5,1.0,3.0,5.0,4.0
1902,4,4.0,5.0,5.0,5.0
1903,5,1.0,3.0,6.0,6.0
1904,4,4.0,5.0,4.0,5.0
1905,5,3.0,3.0,4.0,4.0
1906,6,6.0,6.0,2.0,5.0
1907,4,5.0,4.0,4.0,2.0
1908,6,3.0,6.0,4.0,3.0
1909,6,6.0,4.0,5.0,5.0
1910,4,6.0,6.0,5.0,4.0
1911,5,5.0,6.0,6.0,4.0
1912,6,6.0,4.0,6.0,4.0
1913,6,5.0,5.0,4.0,5.0
1914,4,6.0,4.0,6.0,4.0
1915,4,2.0,3.0,5.0,5.0
1916,3,3.0,5.0,4.0,5.0
1917,5,0.0,5.0,5.0,6.0
1918,6,4.0,4.0,6.0,0.0
1919,0,6.0,3.0,5.0,5.0
1920,6,4.0,6.0,5.0,4.0
1921,6,5.0,5.0,5.0,6.0
1922,6,5.0,5.0,4.0,6.0
1923,3,0.0,3.0,3.0,5.0
1924,6,2.0,3.0,5.0,4.0
1925,6,5.0,5.0,5.0,0.0
1926,6,3.0,5.0,5.0,6.0
1927,0,0.0,6.0,5.0,3.0
1928,6,5.0,5.0,5.0,4.0
1929,1,4.0,5.0,5.0,3.0
1930,2,6.0,2.0,5.0,6.0
1931,6,5.0,5.0,5.0,4.0
1932,6,6.0,5.0,5.0,4.0
1933,6,6.0,1.0,6.0,5.0
1934,6,3.0,4.0,2.0,0.0
1935,6,3.0,5.0,0.0,4.0
1936,6,4.0,4.0,6.0,5.0
1937,6,0.0,6.0,6.0,6.0
1938,5,4.0,6.0,4.0,4.0
1939,6,3.0,6.0,4.0,6.0
1940,4,5.0,4.0,3.0,6.0
1941,4,5.0,3.0,3.0,3.0
1942,6,6.0,6.0,4.0,5.0
1943,5,1.0,6.0,4.0,4.0
1944,6,4.0,6.0,4.0,4.0
1945,6,6.0,5.0,4.0,4.0
1946,6,1.0,3.0,3.0,5.0
1947,3,3.0,4.0,4.0,6.0
