,ART,FOOD,STORE,SIGN,WALKWAYS,SCREENS,INFODOWN,INFOUP,WIFI,ROADS,PARK,AIRTRAIN,LTPARKING,RENTAL,ALL
0,6,6,6,3,3,3,6,6,4,6,6,6,6,6,4
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,5,5,4,4,4,4,6,6,5,6,6,6,6,6,4
3,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4
4,6,3,3,4,4,4,4,4,2,4,6,6,6,6,4
5,3,3,3,4,4,4,3,6,3,4,4,6,6,6,4
6,4,4,3,3,3,4,4,4,4,3,0,4,4,4,4
7,6,4,6,4,4,4,6,6,6,6,6,6,6,6,4
8,5,3,4,5,5,5,5,5,5,6,6,6,6,6,4
9,6,4,4,5,5,5,6,6,4,6,6,6,6,6,5
10,6,3,0,4,4,4,0,0,0,0,0,0,0,0,4
11,3,3,3,3,3,1,3,3,4,3,3,3,3,3,3
12,4,3,3,4,4,4,3,3,5,6,6,6,6,6,0
13,5,3,4,5,5,5,5,5,5,6,6,6,6,6,4
14,5,5,5,5,4,5,6,6,5,0,0,0,0,0,5
15,0,5,4,4,5,5,5,5,5,0,0,0,0,0,5
16,3,4,5,4,3,4,6,6,6,6,6,6,6,6,4
17,5,3,3,4,3,5,3,3,5,6,6,6,6,6,0
18,6,5,4,5,5,5,6,6,6,6,6,6,6,6,4
19,5,3,5,4,4,4,6,6,6,4,6,5,6,5,5
20,3,3,3,5,5,5,6,6,4,4,4,4,6,6,4
21,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
22,3,3,5,5,5,5,6,6,4,4,3,4,6,6,4
23,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3
24,3,3,3,3,3,3,2,3,6,6,6,6,6,6,3
25,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4
26,4,4,4,4,4,4,4,4,4,6,6,4,6,6,0
27,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
28,4,3,3,4,4,3,6,2,5,5,5,3,3,3,4
29,4,4,3,4,4,0,5,3,5,6,6,6,6,6,4
30,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5
31,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1
32,5,2,4,5,5,5,4,5,5,6,6,6,6,6,4
33,5,4,4,4,5,5,5,5,5,5,6,4,6,5,5
34,2,1,2,4,4,3,3,3,4,3,3,4,3,4,2
35,6,3,3,4,4,4,4,4,5,6,6,6,6,6,4
36,6,2,3,4,4,6,6,6,5,6,6,6,6,6,3
37,3,3,3,4,4,4,4,4,3,5,4,6,6,6,4
38,6,3,6,3,3,2,3,0,5,6,6,6,6,6,3
39,6,6,6,4,4,4,4,4,4,6,6,6,6,6,4
40,3,3,3,3,4,4,4,4,5,3,3,6,6,6,4
41,4,4,4,4,4,4,4,4,6,6,6,6,6,6,4
42,6,1,3,4,4,4,6,6,2,5,5,6,6,3,4
43,2,3,3,4,6,4,6,6,6,1,3,4,6,4,4
44,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
45,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
46,4,6,6,4,4,4,6,6,6,6,6,4,6,6,4
47,6,3,3,3,6,3,3,3,3,3,6,6,6,6,3
48,3,2,3,3,4,0,0,0,0,0,0,0,0,0,0
49,4,3,3,4,4,4,6,6,5,4,4,4,4,4,4
50,4,3,3,4,4,4,4,3,4,4,5,4,4,4,4
51,4,5,6,4,6,6,6,6,4,6,6,6,6,6,5
52,3,3,3,4,3,4,4,4,4,5,6,4,4,6,3
53,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
54,3,3,3,4,4,3,4,6,6,6,6,6,6,6,3
55,3,4,4,4,4,4,2,2,6,2,2,2,6,6,3
56,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4
57,4,4,4,5,5,5,5,5,4,4,6,5,6,6,0
58,3,3,4,4,5,5,5,5,5,4,4,4,4,3,5
59,3,4,3,4,4,4,4,4,4,4,4,4,6,4,4
60,6,3,6,4,4,4,4,4,5,6,6,6,6,6,4
61,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
62,5,5,6,5,6,4,6,6,6,4,6,6,6,6,4
63,5,5,5,5,5,5,6,6,3,4,6,4,6,4,4
64,4,4,5,4,5,4,3,3,4,4,6,2,6,3,4
65,4,4,4,3,4,4,4,4,3,2,3,3,6,6,4
66,5,5,5,5,5,5,5,5,5,3,3,6,6,6,4
67,4,4,4,5,5,4,4,4,5,4,4,5,6,4,4
68,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5
69,4,4,4,4,4,3,3,3,4,3,6,4,6,6,4
70,3,3,2,3,3,3,3,3,4,3,6,6,6,6,3
71,4,4,4,5,5,5,3,4,1,2,2,4,6,6,4
72,3,4,2,3,4,3,3,3,4,6,6,4,6,6,4
73,2,2,2,5,5,5,4,4,4,3,4,4,3,3,4
74,2,2,3,3,3,3,2,2,3,2,3,2,3,3,3
75,2,2,2,2,2,3,3,3,3,4,3,3,4,4,3
76,3,3,3,4,4,4,3,3,3,4,4,3,3,4,4
77,5,4,6,4,6,4,6,6,6,5,6,6,6,6,4
78,4,4,4,4,4,4,4,4,5,3,6,6,6,6,4
79,4,4,4,5,4,3,6,6,5,6,6,6,6,6,4
80,6,3,6,4,6,6,6,6,6,4,6,4,6,6,4
81,6,3,3,4,6,4,6,6,6,3,6,3,6,3,3
82,3,3,4,4,4,4,6,6,6,3,3,3,6,3,4
83,5,4,4,5,5,5,4,4,5,6,6,5,6,6,4
84,5,5,5,5,5,5,6,6,5,5,6,6,6,6,5
85,5,6,5,5,5,5,6,6,5,6,6,6,6,6,5
86,5,5,5,5,5,5,5,5,6,5,6,6,6,6,5
87,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5
88,3,4,4,5,4,4,6,6,6,6,6,6,6,6,4
89,5,4,4,4,4,4,6,6,6,3,4,6,6,6,4
90,6,6,6,5,6,5,6,6,5,5,6,6,6,6,5
91,4,3,3,3,4,4,2,3,2,2,4,4,2,4,4
92,6,3,6,5,4,5,6,6,3,6,6,5,6,6,4
93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,5,6,4,5,5,5,5,5,5,5,6,6,6,6,5
95,5,3,3,5,5,3,2,2,1,5,5,5,6,5,4
96,4,3,4,4,4,3,4,4,5,6,6,6,6,6,4
97,3,6,6,4,3,4,4,4,6,3,3,6,4,6,4
98,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
99,3,4,4,4,5,5,6,6,5,4,4,4,6,6,4
100,5,3,6,2,4,6,6,6,6,6,6,6,6,6,4
101,5,4,4,5,3,5,6,6,6,5,6,6,6,6,5
102,6,4,4,4,5,5,6,6,6,5,6,4,6,4,4
103,4,4,3,5,5,4,3,3,5,5,6,6,6,6,4
104,4,6,6,4,4,4,6,6,5,5,6,6,6,6,4
105,4,3,3,4,4,4,6,6,4,6,6,6,6,4,4
106,4,3,3,4,4,4,6,6,3,4,6,6,6,3,4
107,3,3,3,3,4,4,3,3,5,4,6,6,4,6,4
108,3,3,3,4,3,6,6,4,3,6,6,6,6,4,4
109,4,4,4,5,6,5,5,5,5,6,6,6,6,6,5
110,4,4,6,5,5,5,6,6,5,5,6,6,6,4,5
111,4,4,6,4,4,5,5,5,5,5,6,5,6,6,4
112,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5
113,6,3,3,4,6,4,6,6,3,4,5,6,6,2,4
114,4,0,4,5,5,5,4,4,6,3,6,5,6,6,4
115,4,6,6,6,6,6,6,6,6,6,6,6,6,6,0
116,3,3,3,5,4,5,5,5,2,4,3,6,5,6,4
117,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
118,6,4,4,4,4,4,4,4,4,2,3,3,3,3,4
119,3,4,4,4,4,4,6,6,4,3,4,3,6,6,4
120,5,4,4,4,5,4,4,5,5,4,5,4,5,4,5
121,5,3,3,4,4,4,6,6,3,3,4,6,6,2,4
122,3,4,3,5,4,5,6,6,3,6,6,3,6,6,5
123,4,4,4,5,5,4,5,5,6,5,6,5,6,6,5
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,4,4,4,5,5,5,4,6,5,4,4,4,6,6,5
126,5,4,4,5,5,5,6,6,5,4,5,5,5,6,5
127,3,3,3,4,3,2,6,6,4,4,3,3,6,6,4
128,5,5,5,5,6,6,5,6,5,5,5,5,6,5,5
129,4,6,3,4,6,3,6,6,6,6,6,6,6,6,4
130,2,2,3,3,4,4,4,3,3,3,3,3,3,3,3
131,4,4,4,5,5,5,6,6,3,5,6,6,6,6,4
132,1,1,1,3,4,4,2,2,3,5,5,5,6,5,5
133,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5
134,4,2,2,5,5,5,3,3,4,4,4,4,4,4,4
135,4,5,4,5,5,5,4,4,4,5,5,5,6,5,5
136,4,4,4,5,5,4,6,6,4,3,6,4,6,4,4
137,4,4,6,5,0,5,6,6,5,5,6,5,6,6,4
138,3,3,4,5,5,5,6,6,0,6,6,6,6,6,5
139,4,4,4,4,4,5,6,6,0,4,6,4,6,3,4
140,5,3,4,5,5,5,2,2,6,6,6,4,6,6,3
141,3,2,3,3,3,3,6,6,4,4,6,4,6,4,3
142,4,5,4,4,4,3,3,3,6,4,4,6,6,6,5
143,5,3,3,4,4,4,4,4,4,4,3,4,6,4,4
144,6,6,6,6,6,5,4,4,5,6,6,6,6,6,5
145,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0
146,3,2,4,4,4,4,4,4,3,5,5,4,5,5,4
147,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
148,4,4,6,4,4,4,6,6,6,6,6,6,6,6,4
149,4,6,3,4,4,4,3,3,6,6,6,4,6,2,3
150,5,3,4,5,5,5,5,5,3,5,5,4,6,6,4
151,6,4,6,5,6,6,6,6,6,6,6,6,6,6,2
152,6,6,6,4,4,6,3,4,6,6,6,6,6,6,5
153,5,6,4,4,5,4,6,6,5,4,6,5,6,5,4
154,4,3,3,5,5,5,4,4,4,4,4,5,6,6,5
155,5,4,4,4,5,4,6,6,5,6,6,6,6,6,5
156,5,4,4,4,5,5,3,3,4,6,6,6,6,6,4
157,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
158,5,6,6,5,6,5,6,6,6,4,6,6,6,6,4
159,4,4,4,4,4,5,6,6,4,5,6,4,6,4,4
160,6,6,4,4,4,4,5,4,5,5,6,6,6,6,4
161,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
162,5,3,2,5,5,5,6,6,5,6,6,6,6,6,5
163,4,4,3,4,4,4,4,4,4,4,4,4,6,3,4
164,6,1,3,4,3,2,2,2,6,6,6,6,6,6,2
165,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
166,3,4,4,4,5,4,6,6,5,5,6,6,6,6,5
167,5,6,6,0,0,5,5,5,5,5,5,5,0,0,5
168,6,4,4,5,5,5,5,6,5,6,6,6,6,6,4
169,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2
170,5,5,5,5,3,5,5,5,5,3,5,5,5,6,5
171,5,4,4,5,5,5,6,6,5,5,5,6,6,6,5
172,6,4,4,4,5,5,6,6,0,6,6,6,6,6,4
173,2,2,1,2,3,3,4,4,4,3,6,6,6,6,3
174,3,3,1,4,6,3,6,6,3,6,6,6,6,6,3
175,3,4,3,4,4,4,6,6,4,6,6,6,6,6,4
176,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
177,3,4,4,4,2,2,2,2,3,3,3,3,6,6,5
178,4,4,0,4,0,4,0,0,3,0,0,0,0,0,4
179,4,4,4,5,4,5,4,4,5,6,6,6,6,6,4
180,4,4,4,5,5,5,6,6,6,5,0,6,6,6,5
181,6,4,4,5,5,5,6,6,5,6,6,6,6,6,5
182,4,3,5,5,5,5,5,6,6,5,5,6,5,4,0
183,3,3,3,4,4,4,4,4,5,4,4,4,4,4,5
184,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
185,6,6,4,4,4,4,6,3,3,3,6,6,6,6,4
186,5,4,6,5,5,5,5,6,5,6,5,5,6,5,5
187,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
188,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
189,4,3,4,5,5,5,4,4,4,5,6,6,6,5,5
190,6,4,4,5,5,5,6,6,5,5,6,5,6,4,4
191,4,4,5,5,6,5,6,6,6,5,6,5,6,5,5
192,3,3,2,1,3,5,6,6,6,1,6,2,6,0,2
193,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5
194,6,6,6,5,5,5,5,5,5,6,6,5,6,6,5
195,4,6,6,4,4,4,6,6,6,6,6,6,6,6,4
196,3,4,3,5,5,5,4,4,5,5,4,6,6,6,4
197,5,5,5,5,5,5,5,5,5,4,4,5,6,6,4
198,5,5,5,4,3,6,6,5,5,5,6,6,6,6,4
199,3,4,4,4,4,4,4,4,5,4,6,6,6,6,4
200,6,4,4,3,5,5,4,4,5,4,0,5,5,6,3
201,1,4,3,3,4,4,6,6,6,2,6,5,6,2,4
202,5,5,5,3,5,4,6,6,6,5,6,6,6,6,3
203,4,4,4,5,4,4,4,4,5,5,6,2,6,3,4
204,5,5,4,3,5,3,5,5,5,5,6,6,6,6,4
205,4,6,6,4,4,5,5,5,6,6,6,6,6,6,5
206,3,4,3,4,4,4,6,6,6,6,6,5,6,6,5
207,6,3,3,3,4,2,4,4,6,5,4,6,5,3,4
208,5,5,4,4,5,5,6,6,5,5,6,6,6,6,5
209,6,2,2,3,4,3,6,6,5,6,6,6,6,6,3
210,4,6,6,4,4,2,6,6,4,3,6,4,6,5,4
211,4,3,3,4,3,4,6,6,5,4,4,6,6,4,4
212,4,6,4,5,5,5,6,6,6,4,6,6,6,6,5
213,4,4,4,4,4,4,4,4,4,4,6,6,6,6,5
214,5,4,3,4,4,3,3,3,3,4,3,3,3,3,4
215,6,4,6,4,6,0,6,6,4,6,6,6,6,6,0
216,4,6,4,5,5,5,6,6,4,4,6,6,6,6,5
217,3,3,3,4,4,5,4,3,5,5,6,6,6,6,3
218,4,4,5,4,5,4,4,4,5,5,5,6,6,6,4
219,4,4,4,4,4,4,4,4,3,4,4,4,4,0,4
220,6,3,3,5,5,4,5,5,5,6,5,5,6,6,5
221,4,4,4,4,4,4,6,6,4,3,4,4,4,6,4
222,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
223,5,5,5,5,5,5,4,4,4,5,4,4,6,3,4
224,4,4,4,4,2,2,2,2,2,3,3,3,3,3,4
225,5,5,5,2,2,2,1,1,1,3,3,3,3,3,4
226,3,3,3,3,2,2,1,1,1,4,4,4,4,4,4
227,4,4,4,3,4,3,6,6,4,2,6,6,6,6,4
228,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
229,6,6,3,4,6,3,6,6,4,6,6,6,6,6,4
230,5,4,3,4,4,4,6,6,6,4,3,4,6,3,4
231,1,3,3,5,3,5,1,1,5,6,6,6,6,6,3
232,3,1,3,3,3,2,2,2,3,1,3,6,2,6,4
233,3,3,3,4,3,4,3,4,3,4,3,6,6,6,3
234,5,4,4,5,5,4,6,6,6,5,6,6,6,6,5
235,5,4,4,4,4,4,6,6,6,5,6,6,6,6,4
236,3,2,2,2,3,3,3,3,4,3,3,3,3,0,3
237,6,3,0,3,4,4,6,6,6,6,6,6,6,6,3
238,4,2,3,4,3,3,3,3,2,3,3,4,4,4,4
239,4,3,3,3,3,3,3,3,5,2,2,5,3,3,3
240,3,3,3,2,3,2,2,2,4,6,6,6,6,6,3
241,4,4,4,3,4,3,3,3,3,6,6,6,6,6,4
242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
243,0,0,5,5,5,5,5,4,0,0,5,5,6,0,5
244,0,3,4,4,4,4,4,3,5,4,3,6,6,6,4
245,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
246,5,4,4,5,5,4,4,4,4,6,6,6,6,6,5
247,3,3,4,4,4,4,4,4,4,5,5,5,5,5,4
248,5,2,3,4,4,4,4,4,4,2,3,1,2,2,4
249,0,6,3,3,5,5,5,5,5,6,6,6,6,6,4
250,6,3,4,4,3,3,6,6,3,6,6,6,6,6,4
251,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
252,6,4,2,4,4,5,6,6,5,0,0,5,0,0,4
253,3,2,2,3,3,3,3,3,6,4,3,2,6,6,3
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
255,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
256,4,4,3,4,3,3,3,3,3,4,3,6,6,6,4
257,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
258,0,6,6,4,4,5,0,4,5,0,0,0,0,0,4
259,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0
260,3,3,3,4,4,4,6,6,6,4,3,6,6,6,3
261,3,4,3,4,4,3,6,6,0,4,6,6,6,6,4
262,5,5,4,5,5,5,4,4,5,5,4,5,5,4,5
263,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
264,0,4,3,3,4,4,4,4,4,4,4,6,6,6,4
265,4,4,4,3,4,4,3,4,4,6,6,6,6,6,4
266,3,3,3,3,4,4,4,4,4,6,6,6,6,6,3
267,4,4,4,4,5,4,4,5,5,6,6,6,6,6,5
268,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
269,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
270,6,6,6,4,4,4,4,4,4,4,4,5,4,4,4
271,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
272,4,4,6,5,5,5,5,5,5,5,5,5,6,4,5
273,4,3,6,5,5,5,4,4,4,5,5,5,5,4,5
274,0,0,0,0,0,0,0,0,0,5,5,4,4,0,0
275,6,4,6,6,6,6,6,6,6,6,5,6,6,6,5
276,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
277,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
278,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5
279,2,3,2,4,2,2,3,2,2,3,0,6,6,2,3
280,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
281,4,4,4,5,5,5,5,5,5,5,4,5,4,0,4
282,3,3,3,4,4,4,3,3,4,4,4,0,0,0,4
283,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
284,3,3,0,4,4,4,0,0,5,0,3,6,6,6,3
285,5,4,4,4,5,4,6,6,6,4,5,5,6,6,4
286,4,4,4,4,4,4,4,4,3,4,4,4,4,6,4
287,4,5,5,5,5,5,0,5,0,0,0,0,0,0,5
288,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
289,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
290,5,4,4,4,5,5,4,0,4,6,6,4,6,6,5
291,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
292,6,6,6,4,4,4,6,6,4,4,6,6,6,6,4
293,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
294,0,0,0,4,0,0,0,4,0,5,0,0,6,6,0
295,4,4,4,4,3,4,6,6,4,3,6,5,0,4,4
296,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
297,5,4,4,5,5,5,6,6,6,5,5,6,4,6,5
298,5,4,4,4,5,4,5,5,4,5,5,6,6,6,4
299,6,6,5,0,5,5,6,6,6,6,4,6,6,6,0
300,6,6,6,4,5,5,6,6,6,6,6,6,6,6,4
301,5,4,4,5,5,0,0,0,0,4,4,5,0,4,4
302,3,3,3,3,4,4,6,6,6,6,6,6,6,6,4
303,3,3,3,3,3,3,3,3,3,3,1,2,6,2,3
304,6,4,6,5,5,5,5,5,5,6,6,5,6,6,5
305,4,5,5,5,5,4,6,6,4,6,6,6,6,6,5
306,6,4,6,5,5,4,6,5,3,4,6,6,6,6,4
307,3,3,3,4,4,4,6,6,6,6,6,6,6,6,4
308,5,3,5,5,5,5,5,5,5,5,5,0,5,0,5
309,4,3,3,4,5,4,4,4,5,4,4,4,6,3,4
310,4,3,4,3,4,4,5,5,4,6,6,6,6,6,4
311,5,4,4,5,5,5,4,4,4,5,5,5,6,4,5
312,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
313,3,3,3,4,4,3,3,3,6,6,6,6,6,6,3
314,6,6,6,4,4,6,6,6,6,6,6,6,6,6,4
315,5,4,4,3,4,3,3,3,5,4,6,6,6,4,4
316,4,5,5,5,5,5,6,6,5,6,6,6,6,6,5
317,4,3,4,5,5,5,6,6,6,6,6,6,6,6,5
318,6,6,4,5,5,5,6,6,6,6,6,6,6,6,5
319,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
320,2,2,3,5,5,4,4,4,4,5,5,5,5,5,3
321,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5
322,6,3,3,4,4,4,6,6,6,6,6,6,6,6,4
323,3,6,6,4,5,4,6,4,6,6,6,5,6,6,4
324,4,5,5,4,5,4,3,3,4,4,4,5,6,0,4
325,3,5,3,3,3,3,6,6,4,4,6,3,6,6,4
326,1,1,1,0,0,4,4,4,4,3,0,4,4,4,4
327,6,2,3,3,3,3,3,3,3,6,6,6,6,6,3
328,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
329,3,4,3,3,3,3,3,3,4,4,4,3,4,3,4
330,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4
331,4,3,3,4,4,3,3,3,4,4,3,6,6,6,4
332,3,3,5,3,5,5,5,5,5,0,0,0,0,0,4
333,6,3,3,5,5,3,4,4,3,4,5,5,5,5,5
334,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
335,6,4,5,5,5,5,5,5,6,6,6,5,6,6,5
336,6,4,5,5,5,5,5,5,6,6,6,5,6,6,5
337,3,3,3,2,4,4,4,4,5,3,3,3,3,3,4
338,5,1,5,3,5,5,5,5,5,5,4,4,0,0,4
339,6,4,4,0,5,3,6,6,5,3,4,5,6,6,4
340,6,4,3,4,5,4,5,5,6,6,6,6,6,6,4
341,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4
342,6,6,6,4,5,6,6,6,6,6,6,6,6,6,0
343,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4
344,4,6,6,6,4,6,6,6,5,6,6,5,6,6,0
345,3,6,3,3,4,3,6,3,6,6,6,6,6,6,0
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,4,6,5,5,5,5,6,6,5,5,5,6,5,6,5
348,4,3,3,3,4,3,4,4,3,5,5,4,4,4,5
349,3,3,1,4,5,5,6,6,6,6,6,6,6,6,4
350,3,3,3,3,3,3,3,3,3,6,6,3,6,6,4
351,4,5,3,4,4,4,4,4,4,6,6,6,6,6,5
352,5,3,3,4,4,5,6,6,6,4,6,5,6,4,4
353,4,1,2,3,4,3,3,4,2,4,6,4,6,6,4
354,4,3,2,4,3,3,3,3,3,3,3,3,2,2,3
355,5,4,4,3,6,4,6,4,5,6,6,6,6,6,5
356,4,3,3,4,4,4,6,6,6,6,6,4,6,6,4
357,3,2,4,4,4,4,4,4,5,5,4,4,4,4,3
358,6,6,6,3,4,4,4,4,6,6,6,6,4,6,4
359,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
360,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
361,5,4,4,4,3,4,6,6,5,4,6,6,6,6,5
362,5,6,3,0,4,4,6,6,6,4,6,5,6,5,4
363,5,6,5,5,6,5,6,6,6,6,6,6,6,6,5
364,6,3,3,4,6,4,6,6,6,3,6,6,6,4,4
365,5,5,5,5,5,5,5,5,5,6,6,6,6,6,0
366,6,3,3,4,4,3,4,4,4,6,6,6,6,6,4
367,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
368,6,6,6,4,0,4,0,0,4,4,6,6,6,6,4
369,6,6,6,4,4,4,4,4,4,6,6,6,6,6,4
370,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
371,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
372,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
373,4,4,4,4,4,3,6,6,4,3,6,3,6,3,4
374,3,3,2,4,3,3,3,3,3,4,6,4,6,0,4
375,6,4,4,3,2,6,6,6,6,6,6,6,6,6,4
376,4,4,4,5,4,4,6,6,4,4,3,0,3,3,4
377,4,4,4,5,4,4,4,4,4,4,1,2,1,2,4
378,6,5,4,4,4,3,6,6,6,6,6,6,6,6,5
379,6,5,4,5,5,5,6,6,6,4,6,4,6,4,5
380,3,2,3,3,3,4,6,6,4,4,6,3,6,2,4
381,5,4,6,4,4,4,6,6,6,4,4,3,6,6,5
382,6,6,6,4,4,4,6,6,6,6,6,5,6,6,4
383,4,3,3,3,3,3,3,3,4,6,6,4,6,6,4
384,5,3,3,4,3,4,6,6,6,4,6,6,6,6,4
385,6,6,6,5,5,5,5,5,5,6,6,5,6,6,4
386,6,6,3,3,3,3,6,6,4,6,6,6,6,6,4
387,5,5,4,5,4,4,4,4,5,5,3,3,3,3,4
388,5,3,3,3,2,3,3,3,5,6,6,6,6,6,4
389,6,4,4,4,4,4,6,6,6,6,6,4,6,6,4
390,6,6,6,3,3,3,3,3,4,0,0,0,0,0,3
391,3,3,3,2,4,3,6,6,3,2,2,2,6,1,2
392,5,2,2,5,5,5,6,6,5,5,5,5,5,5,4
393,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
394,4,4,4,4,4,4,4,4,2,3,3,4,3,4,4
395,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
396,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5
397,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5
398,3,3,3,4,6,4,6,6,1,6,6,2,6,2,3
399,3,4,3,3,3,3,4,6,3,6,6,6,6,6,4
400,5,5,4,5,5,5,6,6,5,6,6,6,6,6,5
401,5,5,5,5,5,5,5,5,5,4,4,4,6,6,5
402,4,4,4,4,4,4,3,3,3,6,6,6,6,6,4
403,5,3,3,5,5,5,5,5,4,3,3,6,2,6,4
404,6,6,6,5,6,5,6,6,5,6,6,6,6,6,5
405,5,5,4,5,5,5,6,6,5,5,6,6,6,6,5
406,6,6,6,5,5,5,6,6,6,6,6,6,6,6,0
407,5,4,4,5,4,5,5,5,5,6,6,6,6,6,5
408,4,4,4,4,3,4,6,6,3,4,6,6,6,3,4
409,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
410,3,3,3,3,2,3,3,3,4,2,6,3,6,2,3
411,4,4,3,5,5,4,4,4,6,6,6,4,6,4,4
